AREASYMBOL,SPATIALVER,MUSYM,MUKEY,MUKEY_1,Silt
TX149,"3",SwC,"365760","365760",13.90000000000
TX149,"3",W,"365771","365771",0.00000000000
TX149,"3",BkB,"365688","365688",28.60000000000
TX149,"3",FrC,"365711","365711",28.50000000000
TX149,"3",FrD,"365712","365712",28.50000000000
TX149,"3",SwC,"365760","365760",13.90000000000
TX149,"3",RkC,"365745","365745",23.70000000000
TX149,"3",HvB,"365724","365724",13.10000000000
TX149,"3",LaD3,"365732","365732",27.90000000000
TX149,"3",W,"365771","365771",0.00000000000
TX149,"3",GrB,"365720","365720",16.90000000000
TX149,"3",ShC2,"365754","365754",27.60000000000
TX149,"3",CbD,"365698","365698",24.10000000000
TX149,"3",StB,"365758","365758",23.30000000000
TX149,"3",CbD,"365698","365698",24.10000000000
TX149,"3",BwC,"365693","365693",28.50000000000
TX149,"3",FrC,"365711","365711",28.50000000000
TX149,"3",FrC,"365711","365711",28.50000000000
TX149,"3",BsD,"365691","365691",48.70000000000
TX149,"3",FrB,"365710","365710",27.90000000000
TX149,"3",ChB,"365701","365701",16.50000000000
TX149,"3",Uf,"365766","365766",21.90000000000
TX149,"3",ZkB,"365773","365773",29.80000000000
TX149,"3",Gf,"365717","365717",28.40000000000
TX149,"3",RvA,"365751","365751",18.00000000000
TX149,"3",CbC,"365697","365697",18.40000000000
TX149,"3",BwC,"365693","365693",28.50000000000
TX149,"3",StB,"365758","365758",23.30000000000
TX149,"3",IzA,"365725","365725",19.40000000000
TX149,"3",Uf,"365766","365766",21.90000000000
TX149,"3",ZkB,"365773","365773",29.80000000000
TX149,"3",RkC,"365745","365745",23.70000000000
TX149,"3",BwC,"365693","365693",28.50000000000
TX149,"3",RkC,"365745","365745",23.70000000000
TX149,"3",CbD,"365698","365698",24.10000000000
TX149,"3",RnC,"365746","365746",19.60000000000
TX149,"3",FrB,"365710","365710",27.90000000000
TX149,"3",SwC,"365760","365760",13.90000000000
TX149,"3",Bg,"365687","365687",55.10000000000
TX149,"3",BkB,"365688","365688",28.60000000000
TX149,"3",FrC,"365711","365711",28.50000000000
TX149,"3",FrC,"365711","365711",28.50000000000
TX149,"3",BkB,"365688","365688",28.60000000000
TX149,"3",ChB,"365701","365701",16.50000000000
TX149,"3",DnC,"365705","365705",12.50000000000
TX149,"3",FrB,"365710","365710",27.90000000000
TX149,"3",BsD,"365691","365691",48.70000000000
TX149,"3",BwE,"365694","365694",21.00000000000
TX149,"3",SrB,"365757","365757",7.70000000000
TX149,"3",SxC,"365761","365761",20.50000000000
TX149,"3",SxC,"365761","365761",20.50000000000
TX149,"3",RvA,"365751","365751",18.00000000000
TX149,"3",FrD,"365712","365712",28.50000000000
TX149,"3",FrC,"365711","365711",28.50000000000
TX149,"3",HvB,"365724","365724",13.10000000000
TX149,"3",SxC,"365761","365761",20.50000000000
TX149,"3",HvB,"365724","365724",13.10000000000
TX149,"3",Bo,"365689","365689",16.90000000000
TX149,"3",CbD,"365698","365698",24.10000000000
