OBJECTID,AREASYMBOL,SPATIALVER,MUSYM,MUKEY,Shape_Length,Shape_Area
5783,TX287,5,GgC,712134,1861.135020270679661,156454.196710082644131
5784,TX287,5,W,1400495,479.399786804931352,10272.794212779343070
5785,TX287,5,TaB,748077,3695.591022460808745,395366.045501176093239
5786,TX287,5,CrC,369081,2507.721479845635258,294327.321484890708234
5787,TX287,5,GrC,748098,938.122199032088815,53873.960990700055845
5788,TX287,5,CrC,369081,1975.857371119902155,139232.019891222909791
5789,TX287,5,LfA,748058,2317.012293232561660,73625.808978012850275
5790,TX287,5,LfA,748058,1614.906828190732085,121956.210186393800541
5791,TX287,5,TaB,748077,2603.100536844853650,265061.971865872037597
5792,TX287,5,GrC,748098,786.429028832256677,34357.041778561477258
5793,TX287,5,GgC,712134,1891.067110386696868,94957.535271624859888
5794,TX287,5,ZuC,369066,5299.473300752754767,681176.320713996770792
5795,TX287,5,ZgC,369096,2536.565554087644614,257553.943121487682220
5796,TX287,5,JeD,614452,1016.209046158115029,44092.125920700891584
5797,TX287,5,JeD,614452,1310.297860675635320,88572.901349806357757
5798,TX287,5,SnC,369129,2119.725278526875172,118514.474169839944807
5799,TX287,5,JeF,748089,1004.362309290577969,61342.369341955956770
5800,TX287,5,RaB,748071,2209.641458548432638,122260.476817830422078
5801,TX287,5,SnC,369129,7642.676169253780245,662984.889489490888081
5802,TX287,5,RaB,748071,5386.374331159754547,261434.883011124649784
5803,TX287,5,JeE,369107,489.032607509619254,15347.099334353493759
5804,TX287,5,SnD,369130,928.557961975182138,41215.369655119546223
5805,TX287,5,PdC,369088,20607.566136372195615,3794308.793022484984249
5806,TX287,5,JeD,614452,3852.557227231269280,221238.016211535112234
5807,TX287,5,ZaC,712348,1200.800397868305026,80261.506538159534102
5808,TX287,5,RaB,748071,3101.079118160479538,279531.628811386181042
5809,TX287,5,FaB,748068,1208.040755266199994,73237.778115825800342
5810,TX287,5,RoB,369053,1113.794428754081082,52923.645150665230176
5811,TX287,5,GaB,369137,1691.327113155276720,86722.654150939953979
5812,TX287,5,JeF,748089,1616.527425773852883,109456.940411884163041
5813,TX287,5,JeD,614452,2043.987226539330322,135432.125577162863920
5814,TX287,5,NoC,748065,3609.021955400896331,296367.442823380697519
5815,TX287,5,KuC,712136,1284.249305082192677,88844.608938804492936
5816,TX287,5,ArD,748095,1961.584206846133156,115128.221490087889833
5817,TX287,5,PdC,369088,52744.068423092008743,9827902.255699407309294
5818,TX287,5,WnB,369112,2025.949418036927227,107380.901045828621136
5819,TX287,5,PdC,369088,552.820987093800341,22291.195081225068861
5820,TX287,5,RoB,369053,1740.903950615283293,92054.024690547375940
5821,TX287,5,ArD,748095,1260.583508147503153,83696.745785733073717
5822,TX287,5,SmC,748080,2022.829451156315145,180479.802644819807028
5823,TX287,5,GaD,748084,1173.497657863848872,84004.708589505389682
5824,TX287,5,PdC,369088,5380.719338403068832,571285.199481728952378
5825,TX287,5,W,1400495,350.996591608950553,8487.588688004960204
5826,TX287,5,SnC,369129,1134.091018227515633,68838.255018932075473
5827,TX287,5,NoC,748065,1376.238913839677480,111817.491014364408329
5828,TX287,5,NoC,748065,1317.953080434417870,85524.013672769375262
5829,TX287,5,EdB,748104,4377.768792944745655,391481.922466520161834
5830,TX287,5,EdC2,369068,1430.917369021213290,75532.006505842189654
5831,TX287,5,ChC,748059,1764.736887760244826,114985.908598438487388
5832,TX287,5,EdC2,369068,4626.977994600330021,514767.442389387288131
5833,TX287,5,NvA,614468,5658.160724803019548,517806.999775331176352
5834,TX287,5,PdC,369088,2288.880780132642030,244692.464843000023393
5835,TX287,5,EdC2,369068,3435.184868938730688,275156.201218711910769
5836,TX287,5,RsC,748090,791.803333393722369,31580.745757065022190
5837,TX287,5,W,1400495,711.747227861851684,14882.788403098198614
5838,TX287,5,LgB,369101,2729.040994571426836,166223.093657585763140
5839,TX287,5,DwB,369080,6638.474670046427491,1933456.315222206059843
5840,TX287,5,LuC,748082,4931.240826122933868,464290.235020986292511
5841,TX287,5,GaB,369137,2457.377756976998626,174644.532088637090055
5842,TX287,5,W,1400495,570.325358754755257,20300.356852868695569
5843,TX287,5,BeB,369146,2065.622333295070803,172700.796180673438357
5844,TX287,5,BoB,748102,17131.980724579476373,887501.829788629896939
5845,TX287,5,LfA,748058,1021.111312876259149,24184.145674396539107
5846,TX287,5,EdB,748104,1241.614401962526244,78912.851107174996287
5847,TX287,5,JeD,614452,1108.614681389464749,67848.617780414351728
5848,TX287,5,ZbA,748108,4875.200743396005237,360949.141131265030708
5849,TX287,5,WwA,748073,3200.838550438701077,248639.296237607602961
5850,TX287,5,JeD,614452,745.712123449282672,35231.285278786504932
5851,TX287,5,PdC,369088,550.730972841874745,21068.012223709836690
5852,TX287,5,RaB,748071,3692.648878277111635,275663.934100542741362
5853,TX287,5,WnB,369112,3718.609821028554506,169717.464628937857924
5854,TX287,5,GrC,748098,770.403403596168459,34949.620975480982452
5855,TX287,5,RaB,748071,1808.950178567083412,129821.817787121442962
5856,TX287,5,GrC,748098,1020.436615271397613,54064.686109835187381
5857,TX287,5,GrC,748098,13516.882443729075021,1671403.378936478868127
5858,TX287,5,ZaC,712348,2768.482590920625626,134581.063650642288849
5859,TX287,5,ZuC,369066,1844.085959426754926,130107.148302293513552
5860,TX287,5,RaB,748071,858.008567420819759,37300.069068907454493
5861,TX287,5,GaB,369137,11592.474077603679689,1831616.965608497383073
5862,TX287,5,SaA,748092,1065.646517388440088,71890.225772049539955
5863,TX287,5,TaB,748077,4997.279319160172236,311016.594172785116825
5864,TX287,5,GaB,369137,1839.024616474764116,151439.373005470959470
5865,TX287,5,ChC,748059,772.522016623198283,30892.972571477199381
5866,TX287,5,ZbA,748108,1084.200534903473681,56568.519932821029215
5867,TX287,5,W,1400495,507.375499740546616,13894.049494573371703
5868,TX287,5,ChC,748059,1792.273153412543707,115416.728037833658163
5869,TX287,5,BoB,748102,934.106331533800017,60013.361213675452746
5870,TX287,5,BoB,748102,1514.361358488562018,56244.632727050237008
5871,TX287,5,TaB,748077,7302.218206813031429,732991.184501058538444
5872,TX287,5,SmC,748080,995.502237797575731,35418.910077028114756
5873,TX287,5,ChC,748059,657.564224740694954,29716.684027378523751
5874,TX287,5,ZaC,712348,11756.048048713224489,1901602.761045392835513
5875,TX287,5,W,1400495,310.914727877355119,6251.358704530310206
5876,TX287,5,ZgC,369096,7938.441493939570137,1179115.759360438678414
5877,TX287,5,TaB,748077,1242.860274456518482,64546.495436124365369
5878,TX287,5,BxG,369163,3258.820970947137539,331005.038038074620999
5879,TX287,5,PdF,748070,2605.004938834173572,172138.868750071269460
5880,TX287,5,UfA,369162,2637.185407350431433,82163.509550442890031
5881,TX287,5,RoB,369053,11592.674946557137446,650357.921838194830343
5882,TX287,5,LfA,748058,858.755597307230687,36249.819484537816606
5883,TX287,5,FaB,748068,750.182086820650284,23546.757964701075252
5884,TX287,5,RoB,369053,3853.614739100418319,634007.884833711432293
5885,TX287,5,GaB,369137,2125.306330377864015,126516.174944138110732
5886,TX287,5,SnC,369129,1787.650286980535384,103192.777460209923447
5887,TX287,5,RoB,369053,442.776759859559263,8221.246399843272229
5888,TX287,5,SnC,369129,2523.881135489372809,141217.671830771403620
5889,TX287,5,ArD,748095,2214.313706392842960,200599.169393808551831
5890,TX287,5,GaB,369137,2345.667151349790402,196462.664280137483729
5891,TX287,5,SnD,369130,1908.298791603359859,104322.209356388586457
5892,TX287,5,PdF,748070,968.622713032251568,51498.234336432928103
5893,TX287,5,RsC,748090,2969.043600164751751,229260.331352949346183
5894,TX287,5,GaD,748084,1448.400419269074746,74723.066352295572869
5895,TX287,5,W,1400495,223.572787321963290,3680.762962940957550
5896,TX287,5,SnC,369129,758.021701739213654,28831.807346679932380
5897,TX287,5,SnC,369129,783.964193276625451,44073.498352083857753
5898,TX287,5,SnD,369130,618.201052248927681,28040.346419518482435
5899,TX287,5,RoB,369053,2293.576681891469889,90267.839260139298858
5900,TX287,5,GsB,369089,3566.209067343595507,467028.271356490673497
5901,TX287,5,LfA,748058,558.930770151223442,18336.149521468010789
5902,TX287,5,JeF,748089,6908.366132490063137,421063.341556443541776
5903,TX287,5,GsD,369090,732.397153414824402,29625.227870993719989
5904,TX287,5,ZaC,712348,6617.523419337559062,821807.385084738954902
5905,TX287,5,FaB,748068,464.432846815505513,12535.844895781183368
5906,TX287,5,W,1400495,579.923486766347878,12309.069841743239522
5907,TX287,5,ZuC,369066,1611.429586501127005,88774.802975171987782
5908,TX287,5,KuC,712136,1197.653293158531369,76116.583984312994289
5909,TX287,5,ChC,748059,2336.285915377075980,201449.283857174043078
5910,TX287,5,ZaD,369064,19584.261318756012770,2177867.137717298697680
5911,TX287,5,FaB,748068,1169.010965019030664,59525.412932830375212
5912,TX287,5,GaB,369137,3629.106664202620777,244346.335545550798997
5913,TX287,5,KgC,695218,3818.249117594228665,494397.534722044598311
5914,TX287,5,W,1400495,1603.614405471810642,58150.818021364531887
5915,TX287,5,BeB,369146,2075.674214681882404,210359.040508006117307
5916,TX287,5,CrC,369081,7243.830229383794176,636577.026790300034918
5917,TX287,5,DwB,369080,2979.947523668204212,264851.148364590189885
5918,TX287,5,SnC,369129,1480.972250685784502,105021.597174013368203
5919,TX287,5,RoB,369053,7095.483674556175174,549914.698745164787397
5920,TX287,5,PdC,369088,13958.462027738978577,1609958.401560806436464
5921,TX287,5,RoB,369053,48483.153494102713012,3797034.379496693145484
5922,TX287,5,JeF,748089,987.100295947248469,58809.403745338560839
5923,TX287,5,GaB,369137,2647.200277636798091,148781.506614625541260
5924,TX287,5,WwA,748073,4563.226835859706625,421464.714376357442234
5925,TX287,5,ZbA,748108,9538.531111509561015,1069684.177630080375820
5926,TX287,5,LeB,369109,3694.198754329577241,456578.639322835137136
5927,TX287,5,RoB,369053,526.293566234845798,15011.074827060447205
5928,TX287,5,RoB,369053,10529.229033025267199,1348563.278835827484727
5929,TX287,5,WnB,369112,1363.544334587189951,68846.968855587474536
5930,TX287,5,PdC,369088,1433.641734970065272,108960.746831202020985
5931,TX287,5,NoC,748065,917.702544122895574,47097.850384407363890
5932,TX287,5,JeD,614452,572.458045134889062,14528.386687907743180
5933,TX287,5,SnC,369129,2087.657139940698471,157803.103549848863622
5934,TX287,5,GsB,369089,950.736047563553257,48451.475824035223923
5935,TX287,5,JeF,748089,2206.143238550848764,277614.867739909444936
5936,TX287,5,JeD,614452,915.083286496341429,55538.859581383228942
5937,TX287,5,TaB,748077,1141.340197452265329,78574.348447475960711
5938,TX287,5,SmC,748080,1233.718075675754790,71367.331816680249176
5939,TX287,5,GsB,369089,3043.301925730422681,198576.930301653890638
5940,TX287,5,PdC,369088,4282.574576838960638,387894.721034706628416
5941,TX287,5,GaD,748084,3570.374911288431576,177024.297167767887004
5942,TX287,5,PdF,748070,1187.591109745281074,63179.007810770643118
5943,TX287,5,GsB,369089,1121.940007695896611,56879.936885365117632
5944,TX287,5,SnC,369129,1928.572747533178699,161972.409816619765479
5945,TX287,5,NoC,748065,1519.348472762375422,83130.004973805043846
5946,TX287,5,SnC,369129,1065.988628500118921,76141.693955799972173
5947,TX287,5,GaB,369137,1242.164413831751290,59598.317641798523255
5948,TX287,5,LuB,369135,898.511948083183256,45278.769171487008862
5949,TX287,5,PdC,369088,2388.119252326497644,133535.947417229355779
5950,TX287,5,EdC2,369068,2592.150901560122293,134807.577910219493788
5951,TX287,5,SmC,748080,993.546093078234207,54574.316348678345094
5952,TX287,5,SnC,369129,1462.728240386762081,107811.065851034989464
5953,TX287,5,EdD,748106,11767.760529195255003,832483.372860597213730
5954,TX287,5,WnB,369112,11426.396618062468406,1479324.285952136386186
5955,TX287,5,ZaC,712348,1919.602322097933211,171409.945006746274885
5956,TX287,5,GaB,369137,4758.480448186305694,535156.913758987328038
5957,TX287,5,FaB,748068,1927.640242742443888,101682.272684838899295
5958,TX287,5,ZaC,712348,4695.408113032483016,736164.733485628967173
5959,TX287,5,W,1400495,803.539923469233486,20546.130766935799329
5960,TX287,5,DuC,748085,2323.027489897556734,250299.047103987570154
5961,TX287,5,ZgC,369096,996.796703128051945,66095.291935023444239
5962,TX287,5,W,1400495,572.496089393022203,16485.716384161820315
5963,TX287,5,ZbA,748108,1248.431905571907237,73159.628214595330064
5964,TX287,5,GrC,748098,730.643466459929982,27048.240306685471296
5965,TX287,5,BoB,748102,1800.671066977840610,97914.193994148401543
5966,TX287,5,LuC,748082,1273.729831261279742,89485.968400929166819
5967,TX287,5,GaB,369137,1812.422958254668174,131117.012832721928135
5968,TX287,5,UfA,369162,1479.017585581700587,44668.833877114826464
5969,TX287,5,W,1400495,503.026103379159906,11970.300382017547236
5970,TX287,5,FaB,748068,2208.920273365448338,93778.519201831382816
5971,TX287,5,SoC,748072,3066.409338302750257,175543.571304666402284
5972,TX287,5,W,1400495,564.966183178175697,13528.861671234097230
5973,TX287,5,LuB,369135,873.169572272539085,39898.546498529314704
5974,TX287,5,BgB,712126,4550.615358337942780,349230.164888969215099
5975,TX287,5,WgE,695220,6187.970965627830083,833994.373148441663943
5976,TX287,5,ChC,748059,969.651106871443176,47798.271170246407564
5977,TX287,5,ZgC,369096,1754.965336209001407,70205.015286860114429
5978,TX287,5,W,1400495,344.357140957737158,8481.912578937452054
5979,TX287,5,SmC,748080,1448.384843509196571,93790.204519482853357
5980,TX287,5,ChC,748059,590.587192206598047,20342.950987102540239
5981,TX287,5,ZuC,369066,2051.815407158059315,123384.302567122969776
5982,TX287,5,TaB,748077,1314.553642804449282,80599.732881753050606
5983,TX287,5,LuB,369135,1790.218579039199994,101285.200034497771412
5984,TX287,5,BuC,369142,8610.809683402872906,775980.235866233007982
5985,TX287,5,UfA,369162,5449.771221061376309,234066.558200800383929
5986,TX287,5,CrC,369081,885.267024253520958,42816.292740962933749
5987,TX287,5,SnC,369129,1046.954748835680903,63039.674463393486803
5988,TX287,5,FaB,748068,1639.101710909567146,144701.810026034014300
5989,TX287,5,EdC2,369068,4752.836767962936392,523447.992676268564537
5990,TX287,5,W,1400495,680.383619690888963,28326.130799397404189
5991,TX287,5,CrC2,748067,1808.630226676629491,128331.729909101864905
5992,TX287,5,W,1400495,363.561005088057527,8474.652253514326731
5993,TX287,5,SnD,369130,5243.096587655300027,275833.115605230384972
5994,TX287,5,SnC,369129,727.256378609035664,24693.193560055995476
5995,TX287,5,GaB,369137,1465.033317998164648,87265.627373804920353
5996,TX287,5,FaB,748068,1732.074258210683411,132268.092683036316885
5997,TX287,5,EdC2,369068,5639.585190201170008,573737.146799502661452
5998,TX287,5,ChC,748059,3132.205901845986773,296105.989770079904702
5999,TX287,5,EdB,748104,1480.107159547312904,98928.070222822934738
6000,TX287,5,EdB,748104,732.744931698291339,29121.359968498825765
6001,TX287,5,W,1400495,375.232118763916105,8364.958479727238227
6002,TX287,5,EdC2,369068,1378.592387921573163,16808.410595591118181
6003,TX287,5,FaB,748068,618.132262919179652,23996.168914910784224
6004,TX287,5,RsC,748090,2250.292883485457878,137948.665649283182574
6005,TX287,5,GsD,369090,1792.222255808129376,77037.419892036137753
6006,TX287,5,GsD,369090,822.593056213446744,35758.640823120229470
6007,TX287,5,FaB,748068,670.210944363956287,30887.560029609998310
6008,TX287,5,SnC,369129,1546.341819135200694,91813.779774207796436
6009,TX287,5,FaB,748068,1966.190377563069433,209715.087271565687843
6010,TX287,5,SnC,369129,3403.275876977743337,172817.035012507607462
6011,TX287,5,NvA,614468,3179.767255222098811,258021.211630491074175
6012,TX287,5,PdC,369088,6054.564037483830361,847872.757549612433650
6013,TX287,5,RoB,369053,860.195648599152946,33005.192500622906664
6014,TX287,5,PdC,369088,2093.056805168316714,173784.314512988144998
6015,TX287,5,PdF,748070,1259.008766143986804,45514.774439701155643
6016,TX287,5,SmC,748080,956.127961619162193,53081.457316711872409
6017,TX287,5,UfA,369162,1827.076988031463770,71220.165015928942012
6018,TX287,5,W,1400495,234.623997474494502,3813.415282335115535
6019,TX287,5,RoB,369053,2050.030017242322174,126708.633006803167518
6020,TX287,5,LeB,369109,2099.140131057188228,95236.420926787570352
6021,TX287,5,DuC,748085,2835.727968626635175,220884.097727974265581
6022,TX287,5,CrC,369081,731.805581234325018,25159.264562260788807
6023,TX287,5,MrB,748099,5848.210393127023053,687967.790497323148884
6024,TX287,5,JgD,748120,903.877591470111497,45675.697302180902625
6025,TX287,5,MaA,369124,1768.885398215956002,132317.279881156486226
6026,TX287,5,TaB,748077,2612.648036427155148,150068.493257688503945
6027,TX287,5,BoB,748102,11027.613522068377279,472705.923932069621515
6028,TX287,5,LuB,369135,1777.016752571192683,113791.652737864351366
6029,TX287,5,PdC,369088,2012.751328730160367,103652.926701307907933
6030,TX287,5,PdF,748070,2554.256576339978892,422045.301510240300559
6031,TX287,5,W,1400495,338.760633506314946,6339.909623238703716
6032,TX287,5,EdB,748104,934.258736874146734,46845.849077852384653
6033,TX287,5,RaB,748071,1513.968189404561144,67776.731238369131461
6034,TX287,5,SnD,369130,1567.065719325614282,100493.465224690415198
6035,TX287,5,ChC,748059,1150.435237641806452,82235.683332273372798
6036,TX287,5,UfA,369162,10483.571238629574509,598239.778531759395264
6037,TX287,5,CrC2,748067,3062.425024366340949,167951.545910275803180
6038,TX287,5,DuC,748085,3864.179373952130391,349499.768594846711494
6039,TX287,5,SnD,369130,949.342015464437509,35445.324458824557951
6040,TX287,5,SnC,369129,1786.531609820091944,129126.265926632710034
6041,TX287,5,PdF,748070,1123.204372319911045,73076.184897957209614
6042,TX287,5,SnC,369129,513.634322756709935,13968.362020917193149
6043,TX287,5,DuC,748085,1233.490978794207194,62851.896020505242632
6044,TX287,5,CrC,369081,2693.679329260285158,267020.831113726017065
6045,TX287,5,RaB,748071,1521.782817304500441,70565.633973357544164
6046,TX287,5,GaB,369137,2288.793890798486245,195020.019287582224933
6047,TX287,5,PdF,748070,6252.772378855712304,514586.839003883476835
6048,TX287,5,CrC,369081,6524.356629952460025,516271.640524844988249
6049,TX287,5,SnC,369129,1703.944086937960492,112453.087839883155539
6050,TX287,5,GaB,369137,2588.049871203128532,282315.430455041117966
6051,TX287,5,W,1400495,2491.040754204405403,152868.990920464391820
6052,TX287,5,GsB,369089,5090.868373167973914,594859.874609847553074
6053,TX287,5,LfA,748058,2434.942820552950707,101893.115536878816783
6054,TX287,5,W,1400495,481.873980016769110,10856.457241865540709
6055,TX287,5,ReC,748097,2268.056787432475630,78537.775544914155034
6056,TX287,5,W,1400495,307.686867375552140,5152.065845846843331
6057,TX287,5,WnB,369112,533.571838615973775,18055.257072053551383
6058,TX287,5,ZaD,369064,1944.308006398269754,140640.480561129486887
6059,TX287,5,TaB,748077,2222.388324879984793,127646.320228027703706
6060,TX287,5,LfA,748058,3393.026649599138182,285174.514954115031287
6061,TX287,5,RaB,748071,1189.801140224989467,86377.256542244023876
6062,TX287,5,RoB,369053,923.253779579786624,34920.315739980076614
6063,TX287,5,PdF,748070,1107.702840698035288,41759.758067492490227
6064,TX287,5,SnD,369130,649.094209021851725,30606.374009621267760
6065,TX287,5,TaB,748077,2715.092384702833897,164326.018168140028138
6066,TX287,5,SnC,369129,2431.605720252949595,292271.554705540242139
6067,TX287,5,JeD,614452,709.048886199051253,26225.706804475335957
6068,TX287,5,SnC,369129,1822.544877917505119,125455.320203024966759
6069,TX287,5,SnC,369129,5281.491786341864099,414133.140759770001750
6070,TX287,5,GgC,712134,2412.783770275653296,95229.091824711344088
6071,TX287,5,GaD,748084,1655.595712231882999,87331.106804620343610
6072,TX287,5,W,1400495,5852.807983978630546,354896.222476298571564
6073,TX287,5,JeD,614452,2075.418528624728879,116838.774040482399869
6074,TX287,5,RoB,369053,2502.697424815329214,107655.102133861422772
6075,TX287,5,EdD,748106,438.785351339737076,9409.661505468013274
6076,TX287,5,W,1400495,913.202186008164745,19142.870741324742994
6077,TX287,5,RoB,369053,7893.211185110209954,549152.892607099260204
6078,TX287,5,W,1400495,543.627937926537925,11350.894162568114552
6079,TX287,5,PdC,369088,2309.308143220697275,282227.348145065712743
6080,TX287,5,FaB,748068,812.449754179860520,42831.366480504380888
6081,TX287,5,CrC,369081,3184.774615941917546,219193.635861134127481
6082,TX287,5,GaB,369137,3159.026834367186439,176339.191000334569253
6083,TX287,5,DuC,748085,2371.875098527734281,146116.383308630291140
6084,TX287,5,JeF,748089,2386.014936955965823,200452.859319526847685
6085,TX287,5,JeF,748089,3803.967316316871347,110279.919851264683530
6086,TX287,5,RoB,369053,3446.068713359929916,351255.979555807367433
6087,TX287,5,FaB,748068,4175.531574721291690,541707.702042113523930
6088,TX287,5,GsD,369090,3119.655710084124166,183916.013125237281201
6089,TX287,5,PdC,369088,530.169667279088117,19655.913585528800468
6090,TX287,5,CrC,369081,2990.251710074671337,280246.975880016165320
6091,TX287,5,GrC,748098,1388.993529199651675,99208.714483766947524
6092,TX287,5,NoC,748065,2842.658950312876186,239343.520005867496366
6093,TX287,5,SnC,369129,1686.632579487854855,95758.922197038424201
6094,TX287,5,GaB,369137,13447.398212692965899,1465349.347509795567021
6095,TX287,5,RoB,369053,1342.212357121152763,89131.836149642898818
6096,TX287,5,DuC,748085,677.649823579961208,27412.078617810140713
6097,TX287,5,W,1400495,240.690419664225885,4236.941233882163033
6098,TX287,5,SnC,369129,1160.764218078573776,53439.732223742757924
6099,TX287,5,PdC,369088,1437.346416748039474,78236.156473775554332
6100,TX287,5,JeF,748089,995.505755939495998,60958.207001629671140
6101,TX287,5,SnC,369129,1865.525414302105901,67098.110470750951208
6102,TX287,5,PdF,748070,1486.515927756897554,101677.297656713169999
6103,TX287,5,PdC,369088,1152.326462274939331,60915.001496843629866
6104,TX287,5,EdC2,369068,6246.001486707433287,356175.669183234858792
6105,TX287,5,RaB,748071,6086.322165177324678,373417.418562474485952
6106,TX287,5,RoB,369053,701.372420780701304,18783.202260637746804
6107,TX287,5,PdC,369088,3057.022639227347099,360270.022941183880903
6108,TX287,5,RaB,748071,3472.053924889382415,276915.485517287685070
6109,TX287,5,BeB,369146,1724.316554900709662,144509.941906355117681
6110,TX287,5,GsB,369089,787.571408310825177,29138.728744623840612
6111,TX287,5,RsC,748090,1598.761481576965480,88030.913103648272227
6112,TX287,5,TaB,748077,1461.627377541491569,106167.130329200328561
6113,TX287,5,SnD,369130,1179.764566251308452,72916.771769815750304
6114,TX287,5,JeD,614452,697.922629153493631,35335.892700631731714
6115,TX287,5,TaB,748077,3593.312581574296019,365053.654137165518478
6116,TX287,5,ChC,748059,1022.497379231923787,63301.512458072931622
6117,TX287,5,BwC,633818,1617.393065643034333,107111.124782554936246
6118,TX287,5,JeD,614452,507.954804643853947,15180.760415896991617
6119,TX287,5,PdC,369088,705.158841319559315,27303.470708287346497
6120,TX287,5,SnD,369130,6168.936501843340011,409850.126551736495458
6121,TX287,5,EdC2,369068,1371.576158884278357,127496.838301222174778
6122,TX287,5,PdC,369088,46492.483781762799481,9180934.004767365753651
6123,TX287,5,SmC,748080,660.911161287278333,31068.305980805565923
6124,TX287,5,RsC,748090,873.461146293936054,48904.303414091060404
6125,TX287,5,GsB,369089,920.768657747572320,36846.707974529977946
6126,TX287,5,JeD,614452,712.465817765635620,30052.489460603330372
6127,TX287,5,RaB,748071,5393.629860224285039,410064.574235196225345
6128,TX287,5,RoB,369053,1349.779341238826419,41652.588480316619098
6129,TX287,5,TaB,748077,1345.978142196522867,84375.575328347767936
6130,TX287,5,PdC,369088,756.604348023225384,29071.108756379249826
6131,TX287,5,RsC,748090,2246.237976812155466,281627.196369375858922
6132,TX287,5,LeB,369109,3204.072654924208109,371498.690282327763271
6133,TX287,5,LfA,748058,1283.500804585239848,48380.214628313013236
6134,TX287,5,PdC,369088,13252.676950431927253,1927698.822922564577311
6135,TX287,5,GsD,369090,1691.700985612495970,82916.424484467235743
6136,TX287,5,SmC,748080,1262.878793200639166,48086.495749845838873
6137,TX287,5,CrC,369081,1997.913017481618681,149969.167504598503001
6138,TX287,5,W,1400495,399.147142605187184,9439.283398540472263
6139,TX287,5,LfA,748058,1247.946902068558302,85314.815507096180227
6140,TX287,5,MaA,369124,2356.380390441455347,244321.800156455865363
6141,TX287,5,WgE,695220,476.890752943051837,15148.541907797811291
6142,TX287,5,BwC,633818,2984.022625358506957,149458.717556129093282
6143,TX287,5,MaA,369124,3096.948681883122845,283155.916778283251915
6144,TX287,5,BoB,748102,2956.878005305688930,164866.779033028433332
6145,TX287,5,SmC,748080,1167.237652577793824,51609.536504595700535
6146,TX287,5,SaA,748092,59426.761886204520124,5998369.678557918407023
6147,TX287,5,BwC,633818,1443.239614990710152,134356.974623121612240
6148,TX287,5,TaB,748077,14025.796244014263721,2550452.189705892466009
6149,TX287,5,GgC,712134,5239.422689555446595,419255.671629732125439
6150,TX287,5,BoB,748102,3166.628695415894072,110941.041276912146714
6151,TX287,5,NvA,614468,3430.799196608751117,213120.036058513971511
6152,TX287,5,TaB,748077,2887.201215496250825,329867.596584278973751
6153,TX287,5,SmC,748080,1461.746193629507161,77692.967672102691722
6154,TX287,5,W,1400495,1144.543382515856138,29508.617587372198614
6155,TX287,5,PdC,369088,4167.826960144696386,512572.097307715273928
6156,TX287,5,SnD,369130,3311.396100552921325,119159.280475734994980
6157,TX287,5,RoB,369053,1997.015340656154422,148471.407027503533754
6158,TX287,5,EdD,748106,1755.330539070838768,67493.198827156156767
6159,TX287,5,PdF,748070,1826.178745486766275,90565.748042241670191
6160,TX287,5,PdF,748070,3820.285663186110469,236944.876159794745035
6161,TX287,5,CrC,369081,5026.928288641419385,620308.825818311772309
6162,TX287,5,SnC,369129,1406.121232110804385,104818.335333138631540
6163,TX287,5,RaB,748071,6381.236586733461991,430389.810141917027067
6164,TX287,5,LuC,748082,694.526639260199318,25001.691383653833327
6165,TX287,5,LuB,369135,1640.359800626148854,106517.994851078299689
6166,TX287,5,SnC,369129,1248.227218068826005,50289.434824517491506
6167,TX287,5,RoB,369053,5551.433112143527978,268936.860350177797955
6168,TX287,5,PdF,748070,717.789885881520149,26593.908483144408819
6169,TX287,5,SnC,369129,1071.111176596175937,58548.699750151994522
6170,TX287,5,SnC,369129,2538.218609207958707,223356.035984990216093
6171,TX287,5,FaB,748068,1455.428083415683659,78236.817258708659210
6172,TX287,5,SnC,369129,1634.965135068521022,94146.545315293813474
6173,TX287,5,CrC2,748067,2534.708642939921447,151175.448156657250365
6174,TX287,5,EdB,748104,1437.769745438361952,61166.928644986488507
6175,TX287,5,PdC,369088,698.565438830095331,28175.707733767612808
6176,TX287,5,JeD,614452,3273.664763977319581,225171.845049276191276
6177,TX287,5,RsC,748090,429.192975695756672,13906.977719227123089
6178,TX287,5,GsB,369089,1547.788936478021924,74439.888905220897868
6179,TX287,5,RaB,748071,1885.093843255523552,64988.960943469137419
6180,TX287,5,TaB,748077,3188.464003567508371,148091.704027198400581
6181,TX287,5,GsD,369090,1297.537051306186186,91759.884418161906069
6182,TX287,5,PdC,369088,744.526970749548127,29299.157807560928632
6183,TX287,5,FaB,748068,1364.328408674852426,89559.409011531111901
6184,TX287,5,FaB,748068,2692.229538725859584,180263.894274512713309
6185,TX287,5,WwA,748073,2902.705309676407978,342945.400958689395338
6186,TX287,5,RoB,369053,9128.937196434515499,465492.597665425739251
6187,TX287,5,JeF,748089,1879.902167520435796,73356.192600808150019
6188,TX287,5,JeF,748089,959.031065861275465,36368.149417122644081
6189,TX287,5,JeF,748089,623.476506666689147,27147.073709136377147
6190,TX287,5,GsB,369089,1361.289397678649493,68379.893920995222288
6191,TX287,5,TaB,748077,5652.955373077260447,433680.131237357971258
6192,TX287,5,RoB,369053,1735.574022897771783,104599.530083125893725
6193,TX287,5,CrC,369081,1316.592695365024838,72090.784932691210997
6194,TX287,5,RaB,748071,2888.459922257490689,161987.185835812822916
